WARD_NAME,OBJECTID,ASS_CONST_,ASS_CONST1,WARD_NO,WARD_NAME,POP_M,POP_F,POP_SC,POP_ST,POP_TOTAL,AREA_SQ_KM,LAT,LON,RESERVATIO,geometry,centroid,WORKING_POP,Production,EMPLOYEES_ESTIMATE,Attraction
A Narayanapura,8,151,K.R. Puram,56,A Narayanapura,15406.0,14014.0,5827.0,118.0,29420.0,2.15,12.9944744122469,77.6725826643836,Backward Category - A,"MULTIPOLYGON (((77.67720023308372 13.00056348141225, 77.67665288258482 13.00026534871978, 77.6770683211541 13.00031748340266, 77.67761000498028 13.00035272541997, 77.67884706865384 13.00036979554353, 77.68059267477551 13.00043135747406, 77.68100072620462 13.00038420848624, 77.68115411561429 13.0002979188031, 77.68213069211237 12.99893150400606, 77.68367306192025 12.99637960344704, 77.68348564872542 12.99627120468158, 77.68342242070528 12.99622571412862, 77.68330368855688 12.99612312693776, 77.68318850133652 12.99598589207154, 77.68314046359954 12.99589410727104, 77.6831038964277 12.9957752894096, 77.68308734514889 12.99569471232377, 77.68308259730425 12.99561785917489, 77.68307797577933 12.99555254016757, 77.68307739733692 12.9954987148256, 77.68308457687313 12.99543711978347, 77.68307987035115 12.99536410981285, 77.68306662326719 12.99522582595552, 77.6830424380508 12.99516455271997, 77.68299869153593 12.99510732985202, 77.68296322315599 12.99502951062564, 77.68227795321491 12.99499600403032, 77.68212799863613 12.99500546004851, 77.68212821030127 12.99491429815398, 77.6819880241413 12.9948653699734, 77.68121181529997 12.99482271203376, 77.68066744855625 12.99479621254435, 77.68039429746891 12.99477761973619, 77.67957859984831 12.99473250601624, 77.67909998197561 12.99472852277765, 77.67860954673179 12.99481031178306, 77.6782551712157 12.99485322695207, 77.67799318640628 12.99485771227279, 77.67782228878896 12.99487196780117, 77.67759540908261 12.99492605314442, 77.67755350578418 12.99492492886047, 77.67726361255475 12.9950304056035, 77.67712391111476 12.99507767587337, 77.67697617832113 12.9948602304088, 77.67674881400941 12.99448065174763, 77.67650177209265 12.99420312012465, 77.67619176613604 12.99386513221483, 77.6759604666329 12.99360271728745, 77.67586006828201 12.99344079778263, 77.67581153549402 12.99327325130768, 77.67578388413806 12.99311567456522, 77.67580334221735 12.99299325961779, 77.67586395804452 12.99283477334041, 77.67587855569296 12.99274296093366, 77.67587795551526 12.99268695004617, 77.6759139184462 12.99265093455539, 77.67635278498476 12.99264820189899, 77.67662963733714 12.99256717391838, 77.67628374313743 12.99130275338361, 77.67602029021867 12.99138362882031, 77.67556386026379 12.99150845990474, 77.67547700512227 12.99122484049756, 77.67579120104158 12.99106353834446, 77.67574180581927 12.99066572281432, 77.67567796186719 12.99012263875632, 77.6758452655605 12.99012076487164, 77.67585258376388 12.98997639380324, 77.67583756251271 12.98857415104553, 77.6760021247232 12.98747743308792, 77.67466419318241 12.98693409525499, 77.6741416559997 12.98692258282527, 77.67426967822416 12.98675369456858, 77.67448137151165 12.98662378506686, 77.67373183749056 12.98669978125297, 77.67350594100762 12.98661405156734, 77.67312252811853 12.986468536717, 77.67302521752808 12.98643160571765, 77.67271004012187 12.98630711552412, 77.67261936012363 12.98627428354911, 77.67219935802554 12.98611253169061, 77.6721396365086 12.98608953136757, 77.67190335060035 12.98599852999804, 77.6717601711801 12.98594542363801, 77.67149705357379 12.98606620449459, 77.67129570026364 12.98617521230692, 77.6711715763594 12.98622232083017, 77.67099919837561 12.98604648988466, 77.67084333960592 12.98608106147641, 77.67055173819105 12.98613522434063, 77.67021133663103 12.98617965723554, 77.67016478731901 12.98618302648012, 77.66999900164409 12.98619502858345, 77.66993676070427 12.98619953268017, 77.66982202315349 12.98620412295191, 77.6697967758803 12.98620305724062, 77.66948170747695 12.98618975224006, 77.66943227223983 12.98618766305475, 77.6693536128474 12.98617361468663, 77.66925866911204 12.98615665312942, 77.66923362834662 12.98615218099755, 77.66916648453858 12.98612887229358, 77.66883999230519 12.98601552230767, 77.66880419774297 12.98600309401843, 77.66860546701305 12.98591111158531, 77.66857348875762 12.98589631058072, 77.66841965699494 12.98582284685946, 77.66841654441679 12.98582287882726, 77.66837461421551 12.98582330946864, 77.66836850942245 12.98581962796007, 77.66836164676555 12.98582138668818, 77.66828471609614 12.98575058356018, 77.66828321327441 12.9857492021435, 77.66823934184113 12.98572530494294, 77.66805580066605 12.9856253306994, 77.66799286765374 12.98559527629443, 77.66795475457783 12.98560931239994, 77.66793414343108 12.98563340002196, 77.66782488927231 12.98582554357261, 77.66772892345874 12.98595956052504, 77.66746884196152 12.98603386347788, 77.66744511445847 12.98609209723563, 77.66745092292717 12.98631034419869, 77.66741004243764 12.98736819892992, 77.66742318944497 12.98794794687318, 77.6674156866418 12.98854837393929, 77.66745157858186 12.98897780076032, 77.66755022034245 12.98942022785838, 77.66769895799445 12.9896908734614, 77.667785321745 12.98975491456154, 77.66786734841405 12.98977698595647, 77.66798407118073 12.98979293314443, 77.66817344086678 12.98998519867955, 77.66812303870311 12.99001497397824, 77.66831601692751 12.99021540993791, 77.66794482131986 12.99040623687308, 77.66782130716888 12.99051092341754, 77.66721433622108 12.99087321562707, 77.66708026772061 12.99096594974026, 77.66687347216853 12.99111403269971, 77.66656508715951 12.99135073244003, 77.66636515007863 12.99152145046902, 77.66606703303128 12.9917904795593, 77.66570081296913 12.99218670590715, 77.66556036975707 12.99235357047117, 77.66520462237327 12.99280158523741, 77.66512268847282 12.99293126965611, 77.66486634555034 12.99333699668652, 77.6646906625771 12.99361125538553, 77.66419027479503 12.99445322337091, 77.66412968653816 12.99456112528001, 77.66412833034899 12.99456354437434, 77.66412617802243 12.9945673823675, 77.66406524710763 12.99467588676894, 77.66380433437455 12.99510584848278, 77.66379940151575 12.99511410676765, 77.66360699137545 12.99543616857807, 77.66336312843254 12.9958517738836, 77.66333173805415 12.99590545852619, 77.6632196625004 12.99609242229151, 77.66278563920399 12.99682793133991, 77.66290993214345 12.996894820209, 77.66338136234376 12.99717737541263, 77.66368985898286 12.99733501730095, 77.66404209975146 12.99751501278733, 77.66403743408466 12.99752245428025, 77.66442054296215 12.99773458377928, 77.66550493129063 12.99834592270752, 77.66662674978912 12.99889787541704, 77.66709523677332 12.99909721971528, 77.66783920747838 12.99935906218157, 77.66883429424996 12.99974081283896, 77.66956126762555 12.99997016038657, 77.66969484745766 13.0000014504792, 77.67035450539338 13.00016615754862, 77.67111417530785 13.00033799719956, 77.67237854785213 13.00053679338507, 77.67532196627386 13.00075725115522, 77.67711116949204 13.00074102177155, 77.67754777027592 13.00076167946946, 77.67720023308372 13.00056348141225)))","(12.994474412246891, 77.67258266438355)",18226,16638.51631728329,15724,15724
Adugodi,155,172,B.T.M. Layout,147,Adugodi,15676.0,14269.0,5381.0,411.0,29945.0,1.6,12.9432388832612,77.6130791124901,General,"MULTIPOLYGON (((77.61874950967928 12.94357393873708, 77.61873897776211 12.94346478072269, 77.61825813585524 12.9434471620664, 77.61796657050938 12.94347254107698, 77.61776690420531 12.94353067043618, 77.61754977833525 12.94356091432978, 77.61731259959947 12.94112188143009, 77.61849282377369 12.94103846416395, 77.61846129848404 12.94099445918563, 77.61819305566353 12.94032691894929, 77.61702615215835 12.9363566499265, 77.61666424550027 12.93631024777858, 77.61627591900397 12.93625076325027, 77.6159681909231 12.93617462478214, 77.61567620220967 12.93605871503808, 77.61533501137562 12.93587199362691, 77.61458802222761 12.93549919930289, 77.61331301765236 12.93483855601509, 77.61230202091782 12.93436265282275, 77.6122317980859 12.93448943911507, 77.61222874078109 12.93449495793883, 77.61174844047304 12.93543138202319, 77.61081174742526 12.93717514549325, 77.6098207638061 12.93904333718103, 77.60932983001263 12.93993031273847, 77.60857713362795 12.94139472897167, 77.60814129485944 12.94223655282382, 77.60787087058087 12.9429528352134, 77.60770627832819 12.94364328186154, 77.60760222898658 12.94404988187076, 77.60757828184192 12.94411658368895, 77.60714325940043 12.94573244090025, 77.60684423316914 12.94660161562878, 77.6064855001454 12.94770906933368, 77.60619839877701 12.94859538499074, 77.60588106629916 12.94970781794523, 77.60731549698168 12.94952166019048, 77.60845579680769 12.949363068953, 77.60931402601459 12.94922725303055, 77.60958055365508 12.94917718764516, 77.60996157029101 12.94913096363256, 77.61074837948658 12.9489759042166, 77.61109882896389 12.94892499632071, 77.61128218664074 12.94894810396952, 77.61146816632291 12.94897866700096, 77.61157336760887 12.94906741482855, 77.61170231371716 12.94923824286109, 77.611753823223 12.94930009020221, 77.61248881798248 12.94929770887923, 77.61312725221346 12.94930377820984, 77.61365111915352 12.94929852272265, 77.61445490364662 12.94930791838221, 77.61514915441525 12.94930094981462, 77.61619161837201 12.94927302123714, 77.61664923484021 12.94925595235149, 77.61698483684066 12.94924509706131, 77.61710387816362 12.94924390115869, 77.6171039185361 12.94924212224224, 77.61701937118838 12.94914247534273, 77.61731204705563 12.9489175264306, 77.617582171886 12.94872523103845, 77.61820065251713 12.94828248088345, 77.61924792666038 12.94749866351925, 77.61933664040166 12.94743199921221, 77.61884781298151 12.94652128414559, 77.61862516167304 12.94608152423531, 77.61860197778461 12.94600814683587, 77.61859581231022 12.94595335947833, 77.6186063671189 12.94589291360416, 77.61862838880572 12.94585978177598, 77.61867220768971 12.94577157925877, 77.61874415874249 12.94569954695441, 77.61911069763687 12.94545451770303, 77.61928966210357 12.94533232142186, 77.61912647504253 12.94502889543581, 77.61898127352777 12.9445966738676, 77.61874950967928 12.94357393873708)))","(12.94323888326122, 77.61307911249013)",14153,12920.274412296192,13958,13958
Agaram,91,163,Shanthi Nagar,114,Agaram,20108.0,15524.0,12434.0,167.0,35632.0,11.26,12.9442634034865,77.6390466853178,Scheduled Caste (Woman),"MULTIPOLYGON (((77.62616056907932 12.97375821302234, 77.6273686592953 12.97185012478716, 77.62822918093765 12.97041394233501, 77.62896696071799 12.96920204400124, 77.62902420142393 12.96892088908639, 77.62900231122454 12.96869608348693, 77.62893309027143 12.96814292452545, 77.6300239208404 12.9680649845113, 77.63102519547847 12.96812177431589, 77.63216478752049 12.96835559477659, 77.63275720642189 12.96846112204959, 77.63310544328948 12.96849284116556, 77.63313882036869 12.96835946825101, 77.63316449014565 12.96815453658833, 77.63323705381775 12.96777857581356, 77.63347482186791 12.96657543768507, 77.63356781933298 12.96615833252862, 77.63364848910717 12.96589144589287, 77.63369203418713 12.96581387565167, 77.63389801712907 12.96537171091397, 77.63355124151899 12.96535606925751, 77.63357820855256 12.96467114321809, 77.63429112513411 12.96468786362599, 77.63429011740871 12.96459211767972, 77.63428412812203 12.96448684747362, 77.63428815238687 12.96440541493224, 77.6342722983956 12.96429066989723, 77.63422761302351 12.96421930282678, 77.6341935612264 12.96410252177543, 77.63416747635691 12.96397935094671, 77.6341547096156 12.96375775438583, 77.63417274114788 12.96348809056164, 77.63420644052499 12.96338541357405, 77.63425078281236 12.96329916485408, 77.63427414609897 12.96307454987721, 77.63441545095517 12.96304918045823, 77.63438897906906 12.96285314878268, 77.63429130374841 12.96284935015458, 77.63430358063576 12.96262419983736, 77.63430649665595 12.96243744534794, 77.63430478384471 12.96227467906279, 77.63431689584139 12.96204304090064, 77.63431514253068 12.96199026139555, 77.63429466398306 12.96177684898547, 77.63476456238509 12.96143216097463, 77.63473738531771 12.9611691067143, 77.63479039427673 12.9609332848649, 77.63503259520384 12.9602558360705, 77.63524146342303 12.9596124211284, 77.63562557087673 12.958435092367, 77.63572351631224 12.95815779710358, 77.63617659655817 12.95692519198973, 77.63634950488989 12.95643565981517, 77.6363557046546 12.95642875831222, 77.63639725097404 12.95628649591628, 77.63622330201984 12.95624657727275, 77.63669769158329 12.95533535000687, 77.63686620258592 12.9551174871613, 77.63705118213912 12.95489405495558, 77.63781883447142 12.95398396409648, 77.63785113467377 12.95394567125976, 77.63867777340036 12.95291595488618, 77.63948282318164 12.95192968983354, 77.63979337204262 12.95159690359348, 77.64241936808079 12.94899660925592, 77.64656361804782 12.94555423755649, 77.6474732786664 12.94479493009776, 77.64746747038821 12.94424494167659, 77.64802292847874 12.94373925144691, 77.64999831867671 12.9425190681916, 77.65253388954652 12.94124317027035, 77.6539537981364 12.94052865839303, 77.65471525095222 12.94022087841755, 77.65570209127037 12.9402165247274, 77.65587017698846 12.94021481219706, 77.6562649205438 12.94018606032293, 77.65649832649824 12.94010270512383, 77.656733030008 12.93994220591028, 77.65672454017201 12.93993404768855, 77.65708356733126 12.93970779400901, 77.6573333402721 12.93948265137977, 77.65753986810356 12.93914253459705, 77.65769649064511 12.93885239035853, 77.65785556120031 12.9387930577359, 77.65806766052019 12.93877964167292, 77.658166345651 12.93877339951539, 77.6581797692961 12.93850781205337, 77.6582080355452 12.93794855354023, 77.65901449296803 12.93790735064731, 77.65902640848486 12.93812677498912, 77.65907404394926 12.93832716465703, 77.66045416721052 12.93835208301958, 77.66051093479284 12.93830832122086, 77.66054068257183 12.93827554752196, 77.66054024425516 12.93823422660364, 77.66054393210511 12.93814311075628, 77.66050467098773 12.93811169348143, 77.65809349728352 12.93668616898012, 77.65522199307256 12.93511529634067, 77.65913994768931 12.9297635268843, 77.65957917231864 12.92978468074474, 77.65972346956046 12.92978936129568, 77.66011318637058 12.92987151199473, 77.6604021720527 12.92991777890649, 77.66064131850739 12.92999531256114, 77.6609431094529 12.93006605520493, 77.66113777006125 12.9300886764224, 77.66143838707237 12.93004870133204, 77.66162567007053 12.92996681549458, 77.66185018723149 12.92984764146048, 77.66200604759321 12.9297599266076, 77.66225505852117 12.92958513435887, 77.66235409095759 12.92946108654229, 77.66248415174591 12.92930596563847, 77.66266450795119 12.92916263482936, 77.66305553247301 12.92877723340565, 77.66313620595054 12.9286964349836, 77.66324170199046 12.92859077850946, 77.66337176177268 12.92843565503557, 77.66347092143504 12.92832391145636, 77.66354486923078 12.92820012178339, 77.66358778411541 12.92810740761153, 77.66356643520838 12.92797679249423, 77.66348628373616 12.92785855155574, 77.66339418548986 12.92775828876137, 77.66327655897116 12.92753368839767, 77.66283605939947 12.92649233109823, 77.66249687569031 12.92569047397017, 77.66226070259346 12.92473405364125, 77.66197495622178 12.9238629908143, 77.66175900271899 12.92313520563622, 77.66156418111967 12.9226283852575, 77.66155404169434 12.92260200608043, 77.6612817282703 12.92190779908969, 77.66121154371156 12.92172769259702, 77.66121805151204 12.9216974896153, 77.66124155607656 12.92166041348359, 77.66126843637032 12.92161995647393, 77.66128870480352 12.92159965950448, 77.66133634787271 12.9215857809639, 77.66142150446052 12.92156816883192, 77.66211967767745 12.92141371245361, 77.66284266233734 12.92122216711294, 77.66283984252026 12.92095620244092, 77.66280682142568 12.92031377016368, 77.66220899451945 12.91831443129581, 77.66051264079867 12.91653196797611, 77.65687048875044 12.91911442887706, 77.65486769305247 12.92057461135846, 77.65379397373137 12.9206626626127, 77.65374350559931 12.92066582604487, 77.65370829535993 12.92067112392737, 77.65369493235885 12.92067785097321, 77.6536748878068 12.92068793691605, 77.65367336359199 12.92070277913342, 77.65367185913011 12.92071926779266, 77.65367203313397 12.92073573707586, 77.65367239858681 12.9207703267329, 77.65367274662069 12.92080326761157, 77.65367496457212 12.92085430948766, 77.65367215247142 12.92089185701386, 77.65366061425843 12.92093004367389, 77.65363100959421 12.92095377229295, 77.65357740038836 12.92096603110961, 77.65345815110392 12.92098188506178, 77.65326129037926 12.92099852786811, 77.65312095918875 12.92099702868328, 77.65297167204501 12.92099561582151, 77.65269728781888 12.92102183206774, 77.65193411952855 12.92112622759861, 77.65166271934999 12.92115241248257, 77.65161501947605 12.92115875281048, 77.65158240148203 12.92117958396436, 77.65156473933197 12.92120319107261, 77.65156215435147 12.92124128906304, 77.65155704853979 12.92132333784585, 77.65154396166933 12.92178031074633, 77.6515231556259 12.92235450282127, 77.6515116290652 12.92267675411803, 77.6515193008978 12.92283773980545, 77.65153219984282 12.92292839163185, 77.6515512248459 12.92303362525682, 77.65157021657946 12.92313592901934, 77.65159850443216 12.92327035197694, 77.65165828359665 12.92355966280488, 77.65174828706657 12.92404839615613, 77.65175436106675 12.9241765946422, 77.65174273207661 12.92420599625411, 77.65172512928855 12.92423546087934, 77.65169844912276 12.92425330158545, 77.65165970471824 12.92425955334401, 77.65162429814774 12.92426439974908, 77.65156728839344 12.92427220620457, 77.6514939147598 12.92428189956191, 77.65129788872473 12.92431512886128, 77.65086846282728 12.92436113847196, 77.65056115437825 12.92441111763306, 77.65028579796321 12.92447118144527, 77.65018004448292 12.92450869905177, 77.65004786512715 12.92455689677771, 77.64968786915111 12.92464385133357, 77.64932213145522 12.92468921418424, 77.64906739677983 12.92469180019087, 77.64855754288534 12.92466053170092, 77.64805819248684 12.92461874378808, 77.64751644348961 12.92458259094417, 77.64680973877991 12.92450646043906, 77.64631055524927 12.92448028511462, 77.64586466028841 12.9244743945168, 77.64565768767011 12.92447649289453, 77.64542943341569 12.92447360092565, 77.64521162797053 12.92445498277166, 77.64507337278043 12.92443035453147, 77.6449189758272 12.92438506381673, 77.64474854919031 12.92432952360964, 77.64404550677658 12.92409716121755, 77.64286910566739 12.92377067349342, 77.64212940945458 12.92358553218376, 77.64154378149269 12.92341444933239, 77.64143736696869 12.92338949671111, 77.64134703909892 12.92337999672616, 77.64127810462509 12.9233859026294, 77.6412038610779 12.92339185993094, 77.64110860977308 12.92341885354906, 77.64088659310849 12.92350439982781, 77.64045842457503 12.92367012544908, 77.63997420329699 12.92383502523009, 77.63950073226704 12.9240288355552, 77.63923089826187 12.9241322258652, 77.6391923326336 12.92414702415413, 77.63927239196198 12.92477216718442, 77.63931305086771 12.92532838239175, 77.63931892176713 12.92540868785773, 77.63929169445272 12.92547149005089, 77.63926442604563 12.9255303841554, 77.63925678629107 12.92556172482988, 77.63925748458355 12.92562815307874, 77.63926664415835 12.92574139085191, 77.63928746639026 12.9258271534477, 77.63931613145238 12.92590111582581, 77.63940836973917 12.92595880114011, 77.63952833068527 12.9260005742844, 77.63961214877092 12.92601535809627, 77.63967190212705 12.9260147536271, 77.63969995340454 12.9260301015502, 77.63974430648287 12.92608045644738, 77.63981215147221 12.92609149327721, 77.63986796171912 12.92609483484039, 77.63997555933577 12.92609765475508, 77.64009498388045 12.92608863177095, 77.64023428823151 12.92607549908188, 77.64089803985095 12.92605921672679, 77.64112262908417 12.92606650899324, 77.64118741740067 12.92608282858172, 77.64127739419202 12.92611489027401, 77.64134290829108 12.92616478548691, 77.64135590709293 12.92621256653302, 77.64136855036567 12.92625904911482, 77.6414431931928 12.92653746428079, 77.6415094062895 12.92707975127148, 77.64156809950656 12.9273687072784, 77.64167171773872 12.92775063300298, 77.64180761898628 12.92817131205899, 77.64186319980055 12.92842410764344, 77.64205391616581 12.92886051980772, 77.64211966973998 12.92905134237565, 77.64198663679328 12.92907330987433, 77.64178912068779 12.92912013060434, 77.64156071046203 12.92912617855978, 77.64130529693773 12.92909888433193, 77.64102719375661 12.92908675972035, 77.64076455595762 12.92909688852373, 77.64051750370554 12.9291404747205, 77.64028976105553 12.9292100105892, 77.63999442979636 12.92936987370259, 77.63966887201168 12.92955245268788, 77.63925276010173 12.92981438585787, 77.63904091363403 12.92994725812285, 77.63880245412878 12.93008413451852, 77.63861710450618 12.9302017959672, 77.63848086119927 12.9302816124298, 77.63833225085416 12.930271910387, 77.63814886083371 12.93021400433387, 77.63798027353567 12.93011486055774, 77.63784520281658 12.92994441173467, 77.63754401851904 12.9295478018398, 77.6373662865424 12.92930308058769, 77.63708300310496 12.92879797000138, 77.63693981124693 12.92857904451539, 77.63682880522886 12.92852414066266, 77.63664192547198 12.92849614896135, 77.63650505213455 12.92851620749789, 77.63634188219184 12.92857014721088, 77.63605372925491 12.92868884800538, 77.6358150725429 12.92880704845333, 77.63558422883762 12.9289438427711, 77.6354297295883 12.9290985433058, 77.63537359842407 12.9291924891361, 77.63521984153837 12.92941814822648, 77.63505391948901 12.9295729663298, 77.63477487163499 12.92983350635318, 77.63441264260345 12.93015091447152, 77.63397496900031 12.93053631519053, 77.6338834194985 12.93060883717567, 77.63391702171621 12.93067004662779, 77.63401675531023 12.93077748356242, 77.63403511284602 12.93081833299473, 77.6340356049861 12.93086522329447, 77.63403612787945 12.93091504351508, 77.63402189545158 12.93098259875175, 77.63399867116611 12.93104731455768, 77.63397221139779 12.93108861424368, 77.63387170282532 12.93119221502906, 77.63361416588441 12.93142342906394, 77.63343098510862 12.93162165271475, 77.63340150740491 12.93166005260658, 77.63339586923796 12.93169234902997, 77.63339614602329 12.93171872526904, 77.6334249124792 12.93189722297328, 77.63351006473017 12.93232337464832, 77.63357629205203 12.93265481203368, 77.63369219353885 12.93316362693044, 77.63381265473676 12.93353757259287, 77.63391660733438 12.93376220605853, 77.63407517223536 12.93406542257767, 77.6341335645933 12.9341968411775, 77.63425568042433 12.93437432398173, 77.63441810307893 12.93457284315117, 77.63447612573589 12.93460727173114, 77.63457211279383 12.93466421972015, 77.63500750958292 12.93483138814561, 77.63514273700915 12.93486933808402, 77.6353909944516 12.93491329662176, 77.63574157497779 12.93498481295008, 77.6357818794549 12.93500585380965, 77.63578582466175 12.93503440619599, 77.63578616258299 12.93506657052241, 77.63574781342074 12.93512167499459, 77.63567405446575 12.93517973687816, 77.63560712859248 12.93524004935004, 77.63525305855529 12.93555915116476, 77.63458564479951 12.93624848152177, 77.63441703823985 12.93638044964331, 77.63419591623865 12.93657026465894, 77.63362197224916 12.93705543632793, 77.63338025847352 12.93730798589074, 77.63327533659741 12.93743409967764, 77.6331914427787 12.93753915871791, 77.63307677232361 12.93774874030753, 77.63284776140839 12.93819916362535, 77.63245774671429 12.93900031983983, 77.63217626992204 12.93951379982917, 77.63172973322486 12.94049789939808, 77.63141797071681 12.94116279436415, 77.63123686804364 12.941623152475, 77.63098834866491 12.94224051123284, 77.63061946424919 12.94303103452751, 77.63001229595383 12.944402336466, 77.62957078613401 12.94536033143885, 77.62950326149907 12.94550690959729, 77.62929970350594 12.94585286319966, 77.62901279342681 12.94635597575569, 77.62882977400105 12.946633984177, 77.62871986004042 12.94679141115219, 77.62861531490195 12.94695399453978, 77.62833360514279 12.94744663080697, 77.62802024348845 12.94796043327823, 77.62781158604625 12.9483272779402, 77.62766563879686 12.94859449085262, 77.62756103774335 12.94875186401876, 77.62745638194504 12.94890402711258, 77.62736202229452 12.94902482271277, 77.62726210743357 12.94913687665387, 77.62723555553471 12.9491619855878, 77.62713726007411 12.94924565739784, 77.62706895239032 12.94930379938427, 77.62704602036122 12.94932332122083, 77.62726517179628 12.94948831761229, 77.62697681554454 12.95001746917133, 77.62668520922374 12.95050166362376, 77.62663038467939 12.95062193324055, 77.62639314929156 12.95107225499593, 77.62636756869185 12.95114573666353, 77.62636765263349 12.95115374484325, 77.62631139114988 12.95125190523846, 77.6262318668887 12.95150340835722, 77.62620726948656 12.95159330983184, 77.62587105789407 12.95220841552042, 77.6256767229752 12.9525386732865, 77.62552063301597 12.95274319705925, 77.6251637436942 12.95324222839063, 77.62491128618062 12.95354323043449, 77.62461886484985 12.95380583419995, 77.62423926987888 12.95417078793038, 77.62324487960433 12.95481651852676, 77.6223524691861 12.95532094176149, 77.62177428004927 12.95561029782062, 77.62145008199234 12.95574488218109, 77.62100740639178 12.95589856415186, 77.62096807017319 12.95591985350191, 77.62095322988615 12.95595581813943, 77.62095984630605 12.95600648866013, 77.62096348359566 12.95606315837739, 77.62100923421572 12.95636413710906, 77.62107040882002 12.95656706412868, 77.62057263906514 12.9565703678326, 77.61985394069018 12.95656781063871, 77.61940512334324 12.95660169368249, 77.6191762884411 12.95667252497341, 77.61899807110622 12.95681137381922, 77.61900103964385 12.95709524372497, 77.61901159971838 12.95732236554261, 77.61858075190153 12.95727440792837, 77.61858106430202 12.95730428557244, 77.61789488871554 12.95724021921103, 77.61770798629391 12.95721221767171, 77.61777826611581 12.95693850410378, 77.61766910623344 12.95696383468421, 77.61745205446995 12.95699323336699, 77.61705984852161 12.95707881865753, 77.61684255952015 12.95708553803533, 77.6167681636587 12.95708706980196, 77.61669822099562 12.95733155128336, 77.61666949100294 12.95755530329284, 77.61661701679014 12.95797015889273, 77.61659203826856 12.95796752824889, 77.61576368799953 12.95805379469512, 77.61453846746998 12.95818292676659, 77.6137623825761 12.95828325801601, 77.61268835307305 12.95839137637032, 77.61212653471739 12.95844031604829, 77.61231153917757 12.95991102924468, 77.61231808064042 12.95996301698608, 77.61233075420402 12.96008697192072, 77.61232953669703 12.96019923415862, 77.6124964925894 12.96017962538297, 77.61274267193555 12.96019481012354, 77.61293484877756 12.96021053671956, 77.61308527273026 12.96025022162433, 77.61325376052024 12.96029560875051, 77.61338049317695 12.96036495890533, 77.61344728865335 12.96044078982466, 77.61347790221129 12.96049933531721, 77.6135442063743 12.96052809254289, 77.61367063207274 12.96056802032937, 77.61375876702417 12.96153815995949, 77.61425192269387 12.96152786920149, 77.6147878157884 12.96153530101828, 77.61569372150879 12.96154344930731, 77.61623009864395 12.96163019160348, 77.61724435057123 12.96195706475344, 77.61895044275307 12.96249978773613, 77.61889010014019 12.96265304128699, 77.61842622450131 12.96369036724336, 77.61784877378393 12.96492581524847, 77.61772130410633 12.96524943087574, 77.61760704988815 12.96538190081179, 77.61837443110133 12.96534188228054, 77.61904154754615 12.96540397271922, 77.61974445572426 12.96553450306244, 77.62003152728629 12.96615084234798, 77.62049324378756 12.96669662007157, 77.62020376358565 12.96752517582787, 77.61989764396556 12.96843990108382, 77.61966887284835 12.97004188149691, 77.61954568560898 12.97167720315256, 77.61951673441436 12.97226232233387, 77.61947739491117 12.97260127520838, 77.61976866108813 12.97269774331856, 77.61996727107191 12.9727454458471, 77.62018829860915 12.97273418082467, 77.62057474170071 12.9726805860853, 77.62092029455181 12.97268162064894, 77.62130298192777 12.97270939279997, 77.62155720391223 12.97278816032778, 77.62201178618973 12.97308178998464, 77.62341619844265 12.97388544494248, 77.62527568422961 12.97502788993932, 77.62534502378487 12.97507484849318, 77.62616056907932 12.97375821302234)))","(12.944263403486506, 77.63904668531777)",17913,16352.778601530537,14339,14339
